,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Gm10681,0,0,0,0,1,0,0,0
Unc5c,0,0,0,0,0,0,1,0
Gm10874,0,0,0,0,1,0,0,0
Gm11342,0,0,0,0,1,0,0,0
Pxdc1,0,0,0,0,1,1,1,0
Gm11345,0,0,0,0,1,0,0,0
Gm11586,0,0,0,0,1,0,0,0
Gm11677,0,0,0,0,1,0,0,0
Cks1b,0,0,0,0,0,0,1,0
Gm11789,0,0,0,0,1,0,0,0
Gm11963,0,0,0,0,1,0,0,0
Gm12164,0,0,0,0,1,0,0,0
Gm12195,0,0,0,0,1,0,0,0
Pdia4,0,0,0,0,1,0,1,0
Gm10160,0,0,0,0,0,0,1,0
Gm12265,0,0,0,0,1,0,0,0
Gm5460,0,0,0,0,0,0,1,0
Gm12318,0,0,0,0,1,0,0,0
Gm12576,0,0,0,0,1,0,0,0
Klhl33,0,0,0,0,0,0,1,0
Gm12718,0,0,0,0,1,0,0,0
Pros1,0,0,0,0,1,0,1,0
Gm12840,0,0,0,0,1,0,0,0
Gadd45a,0,0,0,0,0,0,1,0
Gm12891,0,0,0,0,1,0,0,0
Psmb9,0,0,0,0,0,0,1,0
Gm12909,0,0,0,0,1,0,0,0
Plpp3,0,0,0,0,1,0,1,0
Gm13021,0,0,0,0,1,0,0,0
Wdr86,0,0,0,0,0,0,1,0
Gm13251,0,0,0,0,1,0,0,0
Cdk5r1,0,0,0,0,0,0,1,0
Gm13449,0,0,0,0,1,0,0,0
Gm13657,0,0,0,0,1,0,0,0
Gm13773,0,0,0,0,1,0,0,0
Sec22c,0,0,0,0,0,0,1,0
Gm14173,0,0,0,0,1,0,0,0
Gm14251,0,0,0,0,1,0,0,0
Rap2b,0,0,0,0,0,0,1,0
Gm14302,0,0,0,0,1,0,0,0
Gm14420,0,0,0,0,1,0,0,0
Rtn4rl1,0,0,0,0,0,0,1,0
Gm14426,0,0,0,0,1,0,0,0
Gm15318,0,0,0,0,1,0,0,0
Tspan4,0,0,0,0,1,0,1,0
Gm15343,0,0,0,0,1,0,0,0
Lrrc4,0,0,0,0,0,0,1,0
Gm15590,0,0,0,0,1,0,0,0
Gm15611,0,0,0,0,1,0,0,0
Adamts15,0,0,0,0,0,0,1,0
Gm15622,0,0,0,0,1,0,0,0
Eya4,0,0,0,0,0,0,1,0
Gm15638,0,0,0,0,1,0,0,0
Gm15690,0,0,0,0,1,0,0,0
Ugt1a6b,0,0,0,0,1,0,1,0
Gm15883,0,0,0,0,1,0,0,0
Rarres2,0,0,0,0,1,0,1,0
Gm15889,0,0,0,0,1,0,0,0
Clmp,0,0,0,0,0,0,1,0
Gm15890,0,0,0,0,1,0,0,0
Cxx1c,0,0,0,0,0,0,1,0
Gm15962,0,0,0,0,1,0,0,0
Gm16035,0,0,0,0,1,0,0,0
Gm16121,0,0,0,0,1,0,0,0
Gatsl3,0,0,0,0,0,0,1,0
Gm16157,0,0,0,0,1,0,0,0
Lrrc8b,0,0,0,0,0,0,1,0
Gm16348,0,0,0,0,1,0,0,0
Nid2,0,0,0,0,0,0,1,0
Gm16548,0,0,0,0,1,0,0,0
Gm16551,0,0,0,0,1,0,0,0
Gm16567,0,0,0,0,1,0,0,0
Acvr1b,0,0,0,0,0,0,1,0
Gm16573,0,0,0,0,1,0,0,0
Nr2f1,0,0,0,0,0,0,1,0
Gm17023,0,0,0,0,1,0,0,0
Tnfsf13b,0,0,0,0,0,0,1,0
Gm17196,0,0,0,0,1,0,0,0
Tfpi,0,0,0,0,0,0,1,0
Gm17416,0,0,0,0,1,0,0,0
Rsph9,0,0,0,0,0,0,1,0
Gm17753,0,0,0,0,1,0,0,0
Gm19619,0,0,0,0,1,0,0,0
Hdac11,0,0,0,0,1,0,1,0
Gm20302,0,0,0,0,1,0,0,0
Gm20528,0,0,0,0,1,0,0,0
Gm20695,0,0,0,0,1,0,0,0
Hmga2,0,0,0,0,0,0,1,0
Gm22099,0,0,0,0,1,0,0,0
Gm22137,0,0,0,0,1,0,0,0
Gm22272,0,0,0,0,1,0,0,0
Zfp773,0,0,0,0,0,0,1,0
Gm22426,0,0,0,0,1,0,0,0
Ptprf,0,0,0,0,1,0,1,0
Gm22442,0,0,0,0,1,0,0,0
Fam26e,0,0,0,0,0,0,1,0
Gm22562,0,0,0,0,1,0,0,0
Gm22578,0,0,0,0,1,0,0,0
Rasa3,0,0,0,0,0,0,1,0
Gm22751,0,0,0,0,1,0,0,0
Calca,0,0,0,0,0,0,1,0
Gm22758,0,0,0,0,1,0,0,0
Rbm46,0,0,0,0,0,0,1,0
Gm22759,0,0,0,0,1,0,0,0
Tgfb3,0,0,0,0,0,0,1,0
Gm22774,0,0,0,0,1,0,0,0
Gm22973,0,0,0,0,1,0,0,0
RP23-121M22.6,0,0,0,0,0,0,1,0
Fmnl2,0,0,0,0,0,0,1,0
Gm23080,0,0,0,0,1,0,0,0
P4hb,0,0,0,0,1,0,1,0
Gm23105,0,0,0,0,1,0,0,0
Gm23132,0,0,0,0,1,0,0,0
Pcdhgc3,0,0,0,0,0,0,1,0
Gm23136,0,0,0,0,1,0,0,0
Slc43a1,0,0,0,0,0,0,1,0
Gm23279,0,0,0,0,1,0,0,0
Tnrc18,0,0,0,0,0,0,1,0
Gm23301,0,0,0,0,1,0,0,0
Man1c1,0,0,0,0,0,0,1,0
Gm23386,0,0,0,0,1,0,0,0
Snn,0,0,0,0,0,0,1,0
Gm23462,0,0,0,0,1,0,0,0
Gm23475,0,0,0,0,1,0,0,0
Lasp1,0,0,0,0,0,0,1,0
Gm23546,0,0,0,0,1,0,0,0
Sdf2l1,0,0,0,0,1,0,1,0
Gm23598,0,0,0,0,1,0,0,0
Gm23722,0,0,0,0,1,0,0,0
Gm23730,0,0,0,0,1,0,0,0
Unc93a,0,0,0,0,0,0,1,0
Gm23734,0,0,0,0,1,0,0,0
Gm9747,0,0,0,0,0,0,1,0
Gm23925,0,0,0,0,1,0,0,0
Gm13532,0,0,0,0,0,0,1,0
Gm24044,0,0,0,0,1,0,0,0
Cdkn2b,0,0,0,0,0,0,1,0
Gm24098,0,0,0,0,1,0,0,0
Gm24119,0,0,0,0,1,0,0,0
Gm24162,0,0,0,0,1,0,0,0
Hvcn1,0,0,0,0,0,0,1,0
Gm24233,0,0,0,0,1,0,0,0
Gm24253,0,0,0,0,1,0,0,0
Hyi,0,0,0,0,1,0,1,0
Gm24336,0,0,0,0,1,0,0,0
Gm24381,0,0,0,0,1,0,0,0
Gm24400,0,0,0,0,1,0,0,0
Rpa2,0,0,0,0,0,0,1,0
Gm24411,0,0,0,0,1,0,0,0
Cd63,0,0,0,0,0,0,1,0
Gm24494,0,0,0,0,1,0,0,0
Klhl29,0,0,0,0,0,0,1,0
Gm24507,0,0,0,0,1,0,0,0
Pcdhb9,0,0,0,0,0,0,1,0
Gm24575,0,0,0,0,1,0,0,0
Gm24594,0,0,0,0,1,0,0,0
Ston1,0,0,0,0,0,0,1,0
Gm24613,0,0,0,0,1,0,0,0
Gm24678,0,0,0,0,1,0,0,0
Fam129b,0,0,0,0,0,0,1,0
Gm24704,0,0,0,0,1,0,0,0
Gm24714,0,0,0,0,1,0,0,0
Cdc42ep4,0,0,0,0,0,0,1,0
Gm24780,0,0,0,0,1,0,0,0
Rgs16,0,0,0,0,1,0,1,0
Gm25133,0,0,0,0,1,0,0,0
Gm25188,0,0,0,0,1,0,0,0
Tcf7l2,0,0,0,0,0,0,1,0
Gm25205,0,0,0,0,1,0,0,0
Sepn1,0,0,0,0,0,0,1,0
Gm25290,0,0,0,0,1,0,0,0
H2-T10,0,0,0,0,0,0,1,0
Gm25321,0,0,0,0,1,0,0,0
Hrct1,0,0,0,0,0,0,1,0
Gm25381,0,0,0,0,1,0,0,0
Ap3m2,0,0,0,0,0,0,1,0
Gfod2,0,0,0,0,0,0,1,0
Gm25395,0,0,0,0,1,0,0,0
Rnd3,0,0,0,0,0,0,1,0
Gm25537,0,0,0,0,1,0,0,0
Lgals2,0,0,0,0,0,0,1,0
Gm25594,0,0,0,0,1,0,0,0
Gm2568,0,0,0,0,1,0,0,0
Trhde,0,0,0,0,1,0,1,0
Gm25683,0,0,0,0,1,0,0,0
Gm25744,0,0,0,0,1,0,0,0
Il1rap,0,0,0,0,1,0,1,0
Gm25813,0,0,0,0,1,0,0,0
Socs2,0,0,0,0,0,0,1,0
Gm25835,0,0,0,0,1,0,0,0
Pabpc4l,0,0,0,0,0,0,1,0
Gm25873,0,0,0,0,1,0,0,0
Gm25930,0,0,0,0,1,0,0,0
Gm25982,0,0,0,0,1,0,0,0
Gm25985,0,0,0,0,1,0,0,0
Atp6v0e2,0,0,0,0,0,0,1,0
Gm26175,0,0,0,0,1,0,0,0
Gm26225,0,0,0,0,1,0,0,0
Nxpe5,0,0,0,0,0,0,1,0
Gm26287,0,0,0,0,1,0,0,0
Smim1,0,0,0,0,0,0,1,0
Gm26424,0,0,0,0,1,0,0,0
Cntln,0,0,0,0,0,0,1,0
Gm26440,0,0,0,0,1,0,0,0
Gm26457,0,0,0,0,1,0,0,0
Gm26489,0,0,0,0,1,0,0,0
H2-M3,0,0,0,0,0,0,1,0
Gm26540,0,0,0,0,1,0,0,0
Gm26584,0,0,0,0,1,0,0,0
Gm26608,0,0,0,0,1,0,0,0
Gm26809,0,0,0,0,1,0,0,0
Serpina3g,0,0,0,0,0,0,1,0
Gm26880,0,0,0,0,1,0,0,0
Prr5,0,0,0,0,0,0,1,0
Gm2788,0,0,0,0,1,0,0,0
Zbtb16,0,0,0,0,0,0,1,0
Gm3170,0,0,0,0,1,0,0,0
Fam195b,0,0,0,0,0,0,1,0
Gm3219,0,0,0,0,1,0,0,0
Cbx6,0,0,0,0,0,0,1,0
Zfp872,0,0,0,0,0,0,1,0
Gm3348,0,0,0,0,1,0,0,0
Gm34039,0,0,0,0,1,0,0,0
Zfp862-ps,0,0,0,0,0,0,1,0
Zbtb12,0,0,0,0,0,0,1,0
Pced1b,0,0,0,0,0,0,1,0
Card10,0,0,0,0,0,0,1,0
Gm3776,0,0,0,0,1,0,0,0
Tap2,0,0,0,0,0,0,1,0
Gm38455,0,0,0,0,1,0,0,0
Rhebl1,0,0,0,0,0,0,1,0
Gm38485,0,0,0,0,1,0,0,0
Runx2,0,0,0,0,0,0,1,0
Gm38487,0,0,0,0,1,0,0,0
Gprasp2,0,0,0,0,0,0,1,0
Gm38678,0,0,0,0,1,0,0,0
Strip2,0,0,0,0,0,0,1,0
Gm38718,0,0,0,0,1,0,0,0
Paqr4,0,0,0,0,0,0,1,0
Gm38938,0,0,0,0,1,0,0,0
Slc16a9,0,0,0,0,0,0,1,0
Gm39079,0,0,0,0,1,0,0,0
Gm3934,0,0,0,0,1,0,0,0
Siva1,0,0,0,0,0,0,1,0
Gm39861,0,0,0,0,1,0,0,0
Thap3,0,0,0,0,0,0,1,0
Gm39869,0,0,0,0,1,0,0,0
Cpxm2,0,0,0,0,0,0,1,0
Gm40150,0,0,0,0,1,0,0,0
Azin2,0,0,0,0,0,0,1,0
Gm40156,0,0,0,0,1,0,0,0
Gm7694,0,0,0,0,0,0,1,0
Gm40706,0,0,0,0,1,0,0,0
Gm41457,0,0,0,0,1,0,0,0
Bahcc1,0,0,0,0,0,0,1,0
Gm4184,0,0,0,0,1,0,0,0
Gm42035,0,0,0,0,1,0,0,0
Rbm43,0,0,0,0,0,0,1,0
Gm42149,0,0,0,0,1,0,0,0
Chst14,0,0,0,0,0,0,1,0
Gm4450,0,0,0,0,1,0,0,0
Lrp1,0,0,0,0,1,0,1,0
Gm4737,0,0,0,0,1,0,0,0
Col6a6,0,0,0,0,0,0,1,0
Gm4956,0,0,0,0,1,0,0,0
Pcdhb7,0,0,0,0,0,0,1,0
Gm5424,0,0,0,0,1,0,0,0
Gm5524,0,0,0,0,1,0,0,0
Gca,0,0,0,0,0,0,1,0
Gm6741,0,0,0,0,1,0,1,0
Spats2l,0,0,0,0,0,0,1,0
Gm7676,0,0,0,0,1,0,0,0
Itpripl2,0,0,0,0,0,0,1,0
Gm8074,0,0,0,0,1,0,0,0
Fzd5,0,0,0,0,0,0,1,0
Gm8203,0,0,0,0,1,0,0,0
Gm8883,0,0,0,0,1,0,0,0
Zfp354c,0,0,0,0,0,0,1,0
Gm9847,0,0,0,0,1,0,0,0
Tmem231,0,0,0,0,0,0,1,0
Gna14,0,0,0,0,1,0,0,0
St3gal1,0,0,0,0,0,0,1,0
Gnb2l1,0,0,0,0,1,0,0,0
Dok1,0,0,0,0,0,0,1,0
Gne,0,0,0,0,1,0,0,0
Zkscan4,0,0,0,0,0,0,1,0
Fgf10,0,0,0,0,0,0,1,0
Gnpnat1,0,0,0,0,1,0,0,0
Tuba1b,0,0,0,0,0,0,1,0
Golt1a,0,0,0,0,1,0,0,0
Smo,0,0,0,0,0,0,1,0
Gpld1,0,0,0,0,1,0,0,0
Gpr155,0,0,0,0,1,0,0,0
Gprin3,0,0,0,0,1,0,0,0
Gpt,0,0,0,0,1,0,0,0
Fign,0,0,0,0,0,0,1,0
Psat1,0,0,0,0,0,0,1,0
Gramd3,0,0,0,0,1,0,0,0
Chrd,0,0,0,0,0,0,1,0
Cbx7,0,0,0,0,0,0,1,0
Grhpr,0,0,0,0,1,0,0,0
Gsap,0,0,0,0,1,0,0,0
Gsdmd,0,0,0,0,1,0,0,0
Chtf18,0,0,0,0,0,0,1,0
Gsta1,0,0,0,0,1,0,0,0
Col23a1,0,0,0,0,0,0,1,0
Il4ra,0,0,0,0,0,0,1,0
Gstk1,0,0,0,0,1,0,0,0
Trim8,0,0,0,0,0,0,1,0
Gstm3,0,0,0,0,1,0,0,0
Gstm6,0,0,0,0,1,0,0,0
Sphk1,0,0,0,0,0,0,1,0
Gstm7,0,0,0,0,1,0,0,0
Gal3st3,0,0,0,0,0,0,1,0
Gstp1,0,0,0,0,1,0,0,0
H2-T22,0,0,0,0,0,0,1,0
Gstp2,0,0,0,0,1,0,1,0
Phf13,0,0,0,0,0,0,1,0
Acvr1,0,0,0,0,0,0,1,0
Gstz1,0,0,0,0,1,0,0,0
Gulo,0,0,0,0,1,0,0,0
H2-Q1,0,0,0,0,1,0,0,0
Hmgn2,0,0,0,0,0,0,1,0
H2-Q10,0,0,0,0,1,0,0,0
Haao,0,0,0,0,1,0,0,0
Usp35,0,0,0,0,0,0,1,0
Habp2,0,0,0,0,1,0,0,0
Thbs2,0,0,0,0,0,0,1,0
Habp4,0,0,0,0,1,0,0,0
Hacd3,0,0,0,0,1,0,0,0
Gm3604,0,0,0,0,0,0,1,0
Bbs12,0,0,0,0,0,0,1,0
Hal,0,0,0,0,1,0,0,0
Hamp,0,0,0,0,1,0,0,0
Dsel,0,0,0,0,0,0,1,0
Hand2,0,0,0,0,1,0,0,0
Samd4,0,0,0,0,0,0,1,0
Hao1,0,0,0,0,1,0,0,0
Ppp1r26,0,0,0,0,0,0,1,0
Hc,0,0,0,0,1,0,0,0
Zfp275,0,0,0,0,0,0,1,0
Nrip1,0,0,0,0,0,0,1,0
Hebp1,0,0,0,0,1,0,1,0
Vtn,0,0,0,0,1,0,1,0
Helz2,0,0,0,0,1,0,0,0
Pla2g4c,0,0,0,0,0,0,1,0
Magee1,0,0,0,0,0,0,1,0
Herpud1,0,0,0,0,1,0,0,0
Cmtm6,0,0,0,0,0,0,1,0
Hes6,0,0,0,0,1,0,0,0
Tns3,0,0,0,0,1,0,1,0
Ctso,0,0,0,0,0,0,1,0
Hgf,0,0,0,0,1,0,0,0
St3gal4,0,0,0,0,1,0,1,0
Hgfac,0,0,0,0,1,0,0,0
Medag,0,0,0,0,0,0,1,0
Enox1,0,0,0,0,0,0,1,0
Hhip,0,0,0,0,1,0,0,0
Mov10,0,0,0,0,1,0,1,0
Hjurp,0,0,0,0,1,0,0,0
Pcbd1,0,0,0,0,1,0,1,0
Hmgcl,0,0,0,0,1,0,0,0
Itm2c,0,0,0,0,0,0,1,0
Hmgcr,0,0,0,0,1,0,0,0
Tcaf1,0,0,0,0,0,0,1,0
Rad50,0,0,0,0,0,0,1,0
Hnf1a,0,0,0,0,1,0,0,0
Hnf1aos1,0,0,0,0,1,0,0,0
Hnf1b,0,0,0,0,1,0,0,0
Hnf4a,0,0,0,0,1,0,0,0
Ccdc102a,0,0,0,0,0,0,1,0
Lzts1,0,0,0,0,0,0,1,0
Homer2,0,0,0,0,1,0,1,0
Rbp4,0,0,0,0,1,0,1,0
Creb3l2,0,0,0,0,0,0,1,0
Gprasp1,0,0,0,0,0,0,1,0
Hpgd,0,0,0,0,1,0,1,0
Hpn,0,0,0,0,1,0,0,0
Hrg,0,0,0,0,1,0,0,0
Man1a,0,0,0,0,1,0,1,0
Hrsp12,0,0,0,0,1,0,0,0
Hs3st3a1,0,0,0,0,1,0,0,0
Ube2l6,0,0,0,0,1,0,1,0
Cdc25b,0,0,0,0,0,0,1,0
Hs6st1,0,0,0,0,1,0,0,0
Hsd11b1,0,0,0,0,1,0,1,0
Hsd17b11,0,0,0,0,1,0,0,0
Hsd17b13,0,0,0,0,1,0,0,0
Tnks1bp1,0,0,0,0,0,0,1,0
Hsd17b2,0,0,0,0,1,0,0,0
Hsd17b6,0,0,0,0,1,0,0,0
Mb21d2,0,0,0,0,1,0,1,0
Hsd3b4,0,0,0,0,1,0,0,0
4930524J08Rik,0,0,0,0,0,0,1,0
Zfp449,0,0,0,0,0,0,1,0
Hsd3b7,0,0,0,0,1,0,0,0
Hsp90b1,0,0,0,0,1,0,1,0
Gm18009,0,0,0,0,0,1,1,0
Hykk,0,0,0,0,1,0,1,0
Slc22a4,0,0,0,0,0,0,1,0
Lzts3,0,0,0,0,1,0,1,0
Ifih1,0,0,0,0,1,0,1,0
Flna,0,0,0,0,0,0,1,0
Gm15039,0,0,0,0,0,0,1,0
Nek6,0,0,0,0,1,0,1,0
Igfbp1,0,0,0,0,1,0,0,0
Pkia,0,0,0,0,0,0,1,0
Lhfpl2,0,0,0,0,0,0,1,0
A430105I19Rik,0,0,0,0,0,0,1,0
Igsf11,0,0,0,0,1,0,0,0
Ap3b2,0,0,0,0,0,0,1,0
Igsf23,0,0,0,0,1,0,0,0
Lzts2,0,0,0,0,0,0,1,0
Igsf5,0,0,0,0,1,0,0,0
Pdlim4,0,0,0,0,0,0,1,0
Runx1,0,0,0,0,0,0,1,0
Rxra,0,0,0,0,1,0,1,0
Il17rb,0,0,0,0,1,0,0,0
Il1b,0,0,0,0,1,0,0,0
Il1r1,0,0,0,0,1,0,0,0
Il22ra1,0,0,0,0,1,0,0,0
Vnn3,0,0,0,0,1,0,1,0
Il6ra,0,0,0,0,1,0,1,0
Impa1,0,0,0,0,1,0,0,0
Bahd1,0,0,0,0,0,0,1,0
Inadl,0,0,0,0,1,0,1,0
Plxna3,0,0,0,0,0,0,1,0
Inhba,0,0,0,0,1,0,0,0
Boc,0,0,0,0,0,0,1,0
Inhbc,0,0,0,0,1,0,0,0
Thumpd1,0,0,0,0,0,0,1,0
Inhbe,0,0,0,0,1,0,0,0
Rps12l1,0,0,0,0,0,0,1,0
Sybu,0,0,0,0,0,0,1,0
Insc,0,0,0,0,1,0,0,0
Wtip,0,0,0,0,0,0,1,0
Invs,0,0,0,0,1,0,0,0
Thbs1,0,0,0,0,0,0,1,0
Ip6k2,0,0,0,0,1,0,0,0
Peli3,0,0,0,0,0,0,1,0
Ipmk,0,0,0,0,1,0,0,0
Iqgap2,0,0,0,0,1,0,0,0
Ireb2,0,0,0,0,1,0,0,0
Rnf219,0,0,0,0,0,0,1,0
Irf2,0,0,0,0,1,0,1,0
Mettl21a,0,0,0,0,0,0,1,0
Irf6,0,0,0,0,1,0,0,0
Cep97,0,0,0,0,0,0,1,0
Irf7,0,0,0,0,1,0,1,0
Abcg4,0,0,0,0,0,0,1,0
Isg15,0,0,0,0,1,0,1,0
Slc22a17,0,0,0,0,0,0,1,0
Rufy4,0,0,0,0,0,0,1,0
Itih1,0,0,0,0,1,0,0,0
Phactr1,0,0,0,0,0,0,1,0
Itih2,0,0,0,0,1,0,0,0
Itih3,0,0,0,0,1,0,0,0
Adgrg2,0,0,0,0,0,0,1,0
Itih4,0,0,0,0,1,0,0,0
Zc4h2,0,0,0,0,0,0,1,0
Iyd,0,0,0,0,1,0,0,0
Kcnk10,0,0,0,0,1,0,0,0
Kcnq4,0,0,0,0,0,0,1,0
Kcnk5,0,0,0,0,1,0,1,0
Efna4,0,0,0,0,0,0,1,0
Kcnn2,0,0,0,0,1,0,0,0
Keg1,0,0,0,0,1,0,0,0
5430403G16Rik,0,0,0,0,0,0,1,0
Khk,0,0,0,0,1,0,1,0
Kiss1,0,0,0,0,1,0,0,0
Crocc,0,0,0,0,0,0,1,0
Klf1,0,0,0,0,1,0,0,0
2310034G01Rik,0,0,0,0,0,0,1,0
Klf15,0,0,0,0,1,0,1,0
Fgfr1,0,0,0,0,0,0,1,0
Klkb1,0,0,0,0,1,0,0,0
Bok,0,0,0,0,0,0,1,0
Klrb1c,0,0,0,0,1,0,0,0
Usp49,0,0,0,0,0,0,1,0
Lig1,0,0,0,0,0,0,1,0
Krt18,0,0,0,0,1,0,0,0
Slc25a25,0,0,0,0,1,0,1,0
Krt8,0,0,0,0,1,0,0,0
Kynu,0,0,0,0,1,0,0,0
Chic1,0,0,0,0,0,0,1,0
Lama3,0,0,0,0,1,0,1,0
Lamp2,0,0,0,0,1,0,0,0
Tacc2,0,0,0,0,0,0,1,0
Lap3,0,0,0,0,1,0,0,0
Lrrc3,0,0,0,0,1,0,1,0
Lcat,0,0,0,0,1,0,0,0
Lce1j,0,0,0,0,1,0,0,0
Sdc2,0,0,0,0,1,0,1,0
Lcn2,0,0,0,0,1,0,0,0
Cxx1a,0,0,0,0,0,0,1,0
Smoc1,0,0,0,0,0,0,1,0
Cirbp,0,0,0,0,0,0,1,0
Lect2,0,0,0,0,1,0,0,0
Pcsk5,0,0,0,0,0,0,1,0
Lexm,0,0,0,0,1,0,0,0
Bbc3,0,0,0,0,0,0,1,0
Lgals8,0,0,0,0,1,0,0,0
Lgr4,0,0,0,0,1,0,1,0
Lgr5,0,0,0,0,1,0,0,0
Lhpp,0,0,0,0,1,0,0,0
C2cd4c,0,0,0,0,0,0,1,0
Lifr,0,0,0,0,1,0,1,0
Fndc3b,0,0,0,0,0,0,1,0
Lilra5,0,0,0,0,1,0,0,0
Lilrb4a,0,0,0,0,1,0,0,0
Lin7a,0,0,0,0,1,0,0,0
Lipc,0,0,0,0,1,0,0,0
Tceal8,0,0,0,0,0,0,1,0
Gm8430,0,0,0,0,0,0,1,0
LOC102631757,0,0,0,0,1,0,0,0
Emx2,0,0,0,0,0,0,1,0
LOC102632291,0,0,0,0,1,0,0,0
Pkp2,0,0,0,0,1,0,1,0
LOC102632463,0,0,0,0,1,0,0,0
Sucnr1,0,0,0,0,1,0,1,0
LOC102638993,0,0,0,0,1,0,0,0
Papss2,0,0,0,0,1,0,1,0
LOC102642071,0,0,0,0,1,0,0,0
Ier5l,0,0,0,0,0,0,1,0
LOC102642272,0,0,0,0,1,0,0,0
Acvr2b,0,0,0,0,0,0,1,0
LOC105243248,0,0,0,0,1,0,0,0
Cc2d2a,0,0,0,0,0,0,1,0
LOC105244195,0,0,0,0,1,0,0,0
Tgm1,0,0,0,0,1,0,1,0
LOC105246088,0,0,0,0,1,0,0,0
LOC105246089,0,0,0,0,1,0,0,0
Hs3st6,0,0,0,0,0,0,1,0
LOC545966,0,0,0,0,1,0,0,0
Pkdcc,0,0,0,0,0,0,1,0
Lpgat1,0,0,0,0,1,0,0,0
Rbm12b1,0,0,0,0,0,0,1,0
Polr3gl,0,0,0,0,0,0,1,0
Lrat,0,0,0,0,1,0,0,0
Nme3,0,0,0,0,0,0,1,0
Lrit1,0,0,0,0,1,0,0,0
Cep250,0,0,0,0,0,0,1,0
Lrit2,0,0,0,0,1,0,0,0
AI464131,0,0,0,0,0,0,1,0
Cxx1b,0,0,0,0,0,0,1,0
Lrp4,0,0,0,0,1,0,0,0
Stxbp6,0,0,0,0,1,1,1,0
Lrrc16a,0,0,0,0,1,0,0,0
Mfsd12,0,0,0,0,0,0,1,0
Lrrc42,0,0,0,0,1,0,0,0
Ctdsp2,0,0,0,0,0,0,1,0
Lsr,0,0,0,0,1,0,0,0
Lgals3,0,0,0,0,0,0,1,0
Lurap1l,0,0,0,0,1,0,1,0
Fam124a,0,0,0,0,0,0,1,0
Drp2,0,0,0,0,0,0,1,0
Mafb,0,0,0,0,1,0,0,0
Wbp5,0,0,0,0,0,0,1,0
Magi1,0,0,0,0,1,0,0,0
Gm18782,0,0,0,0,0,0,1,0
Mal2,0,0,0,0,1,0,0,0
Usp11,0,0,0,0,0,0,1,0
1700029J07Rik,0,0,0,0,0,0,1,0
Man2a1,0,0,0,0,1,0,1,0
Fchsd1,0,0,0,0,0,0,1,0
Man2b1,0,0,0,0,1,0,0,0
Map3k13,0,0,0,0,1,0,0,0
Pkmyt1,0,0,0,0,0,0,1,0
Marcksl1-ps4,0,0,0,0,1,0,0,0
Chpf,0,0,0,0,0,0,1,0
Cnnm3,0,0,0,0,0,0,1,0
Marveld2,0,0,0,0,1,0,0,0
Masp1,0,0,0,0,1,0,0,0
Tcp11l1,0,0,0,0,0,0,1,0
Masp2,0,0,0,0,1,0,0,0
Sdr42e1,0,0,0,0,1,0,1,0
Mast3,0,0,0,0,1,0,0,0
2810004N23Rik,0,0,0,0,0,0,1,0
Mat1a,0,0,0,0,1,0,0,0
Slc25a29,0,0,0,0,0,0,1,0
Mbd1,0,0,0,0,1,0,0,0
Mbl1,0,0,0,0,1,0,0,0
Fam188b,0,0,0,0,0,0,1,0
Mbl2,0,0,0,0,1,0,0,0
Map1s,0,0,0,0,0,0,1,0
Mcc,0,0,0,0,1,0,0,0
Mcm10,0,0,0,0,1,0,0,0
Zfp442,0,0,0,0,0,0,1,0
Mctp2,0,0,0,0,1,0,0,0
Pcdhb4,0,0,0,0,0,0,1,0
Meiob,0,0,0,0,1,0,1,0
Meis2,0,0,0,0,1,0,0,0
Prr12,0,0,0,0,0,0,1,0
Mertk,0,0,0,0,1,0,1,0
Dzank1,0,0,0,0,0,0,1,0
Mfsd1,0,0,0,0,1,0,0,0
Topaz1,0,0,0,0,0,0,1,0
Cnksr3,0,0,0,0,0,0,1,0
Mgam,0,0,0,0,1,0,0,0
Rhbdl3,0,0,0,0,0,0,1,0
Mgst1,0,0,0,0,1,0,0,0
Prps2,0,0,0,0,0,0,1,0
Mia2,0,0,0,0,1,0,0,0
Parvg,0,0,0,0,0,0,1,0
Mia3,0,0,0,0,1,0,1,0
CAAA01147332.1,0,0,0,0,0,0,1,0
Mir122,0,0,0,0,1,0,0,0
Bicc1,0,0,0,0,0,0,1,0
Mir134,0,0,0,0,1,0,0,0
Mir1948,0,0,0,0,1,0,0,0
Mir1981,0,0,0,0,1,0,0,0
Mir207,0,0,0,0,1,0,0,0
4930404N11Rik,0,0,0,0,0,0,1,0
Mir328,0,0,0,0,1,0,0,0
Pgap1,0,0,0,0,1,0,1,0
Mir486,0,0,0,0,1,0,0,0
Tpm4,0,0,0,0,0,0,1,0
Mir505,0,0,0,0,1,0,0,0
Nod1,0,0,0,0,0,0,1,0
Mir5124a,0,0,0,0,1,0,0,0
Mir682,0,0,0,0,1,0,0,0
Rpap3,0,0,0,0,0,0,1,0
Mir692-1,0,0,0,0,1,0,0,0
Pard6g,0,0,0,0,0,0,1,0
Mir692-2,0,0,0,0,1,0,0,0
Il11ra1,0,0,0,0,0,0,1,0
Mir692-3,0,0,0,0,1,0,0,0
Jup,0,0,0,0,0,1,1,0
Mir704,0,0,0,0,1,0,0,0
